protocol,step,role,status,energy_Eh,n_modes,imaginary_count,imaginary_frequencies,n_charges,optimized_xyz,energy_file,hessian_file,frequency_file,charge_file
GFN2_etemp300,RS1_2b_to_PS1_3,TS,SUCCESS,-83.43918466824,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_charges.csv
GFN2_etemp300,RS1_2b_to_PS1_3,PS,FAILED,,,,,,,,,,
GFN2_etemp300,RS2_1_to_TS2_1a,RS,FAILED,,,,,,,,,,
GFN2_etemp300,RS2_1_to_TS2_1a,TS,FAILED,,,,,,,,,,
GFN2_etemp300,RS2_1_to_TS2_1a,PS,FAILED,,,,,,,,,,
GFN2_etemp300,TS2_1a_to_PS2_2,RS,SUCCESS,-110.267322842911,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_charges.csv
GFN2_etemp300,TS2_1a_to_PS2_2,TS,SUCCESS,-110.273362002311,165.0,1.0,-5.8700,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_charges.csv
GFN2_etemp300,TS2_1a_to_PS2_2,PS,SUCCESS,-110.29462616517,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp300\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_charges.csv
GFN2_etemp500,RS1_1_to_TS1_2,RS,SUCCESS,-83.440822409853,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_charges.csv
GFN2_etemp500,RS1_1_to_TS1_2,TS,SUCCESS,-83.440742414628,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_charges.csv
GFN2_etemp500,RS1_1_to_TS1_2,PS,SUCCESS,-83.437298693201,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_charges.csv
GFN2_etemp500,TS1_2_to_PS1_2b,RS,SUCCESS,-83.439221586655,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_charges.csv
GFN2_etemp500,TS1_2_to_PS1_2b,TS,SUCCESS,-83.439178089921,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_charges.csv
GFN2_etemp500,TS1_2_to_PS1_2b,PS,SUCCESS,-83.437178175878,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_PS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_PS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_PS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_PS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_PS_charges.csv
GFN2_etemp500,RS1_2b_to_PS1_3,RS,SUCCESS,-83.460581776093,165.0,1.0,-9.6300,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_RS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_RS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_RS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_RS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_RS_charges.csv
GFN2_etemp500,RS1_2b_to_PS1_3,TS,SUCCESS,-83.439198046445,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_TS_charges.csv
GFN2_etemp500,RS1_2b_to_PS1_3,PS,SUCCESS,-83.44225280856,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_PS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_PS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_PS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_PS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS1_2b_to_PS1_3\RS1_2b_to_PS1_3_PS_charges.csv
GFN2_etemp500,RS2_1_to_TS2_1a,RS,SUCCESS,-110.27137007973,165.0,1.0,-5.6800,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_RS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_RS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_RS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_RS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_RS_charges.csv
GFN2_etemp500,RS2_1_to_TS2_1a,TS,SUCCESS,-110.268086011773,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_TS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_TS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_TS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_TS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\RS2_1_to_TS2_1a\RS2_1_to_TS2_1a_TS_charges.csv
GFN2_etemp500,RS2_1_to_TS2_1a,PS,FAILED,,,,,,,,,,
GFN2_etemp500,TS2_1a_to_PS2_2,RS,SUCCESS,-110.26725210524,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_RS_charges.csv
GFN2_etemp500,TS2_1a_to_PS2_2,TS,SUCCESS,-110.273356691391,165.0,1.0,-5.9300,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_TS_charges.csv
GFN2_etemp500,TS2_1a_to_PS2_2,PS,SUCCESS,-110.294632565482,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_etemp500\TS2_1a_to_PS2_2\TS2_1a_to_PS2_2_PS_charges.csv
GFN2_normal,RS1_1_to_TS1_2,RS,SUCCESS,-83.440742163837,165.0,1.0,-5.4200,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_RS_charges.csv
GFN2_normal,RS1_1_to_TS1_2,TS,SUCCESS,-83.438978017556,165.0,1.0,-11.6800,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_TS_charges.csv
GFN2_normal,RS1_1_to_TS1_2,PS,SUCCESS,-83.437234184511,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\RS1_1_to_TS1_2\RS1_1_to_TS1_2_PS_charges.csv
GFN2_normal,TS1_2_to_PS1_2b,RS,SUCCESS,-83.439115334204,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_RS_charges.csv
GFN2_normal,TS1_2_to_PS1_2b,TS,SUCCESS,-83.439041253617,165.0,0.0,,57.0,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_xtbopt.xyz,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_energy.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_hessian.out,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_frequencies.csv,D:\PhD_Thesis\LmrR_EVB\charges\fast_lmrr_5QM\xtb_preparation\stage2_five_xtb_protocols\GFN2_normal\TS1_2_to_PS1_2b\TS1_2_to_PS1_2b_TS_charges.csv
GFN2_normal,TS1_2_to_PS1_2b,PS,FAILED,,,,,,,,,,
GFN2_normal,RS1_2b_to_PS1_3,RS,FAILED,,,,,,,,,,
